tick,population,speed,vision,size,hungry,fertility
0,5,1,80,12,30,90
1,5,1,80,12,30,90
2,5,1,80,12,30,90
3,5,1,80,12,30,90
4,5,1,80,12,30,90
5,5,1,80,12,30,90
6,5,1,80,12,30,90
7,5,1,80,12,30,90
8,5,1,80,12,30,90
9,5,1,80,12,30,90
10,5,1,80,12,30,90
11,5,1,80,12,30,90
12,5,1,80,12,30,90
13,5,1,80,12,30,90
14,5,1,80,12,30,90
15,5,1,80,12,30,90
16,5,1,80,12,30,90
17,5,1,80,12,30,90
18,5,1,80,12,30,90
19,5,1,80,12,30,90
20,5,1,80,12,30,90
21,5,1,80,12,30,90
22,5,1,80,12,30,90
23,5,1,80,12,30,90
24,5,1,80,12,30,90
25,5,1,80,12,30,90
26,5,1,80,12,30,90
27,5,1,80,12,30,90
28,5,1,80,12,30,90
29,5,1,80,12,30,90
30,5,1,80,12,30,90
31,5,1,80,12,30,90
32,5,1,80,12,30,90
33,5,1,80,12,30,90
34,5,1,80,12,30,90
35,5,1,80,12,30,90
36,5,1,80,12,30,90
37,5,1,80,12,30,90
38,5,1,80,12,30,90
39,5,1,80,12,30,90
40,5,1,80,12,30,90
41,5,1,80,12,30,90
42,5,1,80,12,30,90
43,5,1,80,12,30,90
44,5,1,80,12,30,90
45,5,1,80,12,30,90
46,5,1,80,12,30,90
47,5,1,80,12,30,90
48,5,1,80,12,30,90
49,5,1,80,12,30,90
50,5,1,80,12,30,90
51,5,1,80,12,30,90
52,5,1,80,12,30,90
53,5,1,80,12,30,90
54,5,1,80,12,30,90
55,5,1,80,12,30,90
56,5,1,80,12,30,90
57,5,1,80,12,30,90
58,5,1,80,12,30,90
59,5,1,80,12,30,90
60,5,1,80,12,30,90
61,5,1,80,12,30,90
62,5,1,80,12,30,90
63,5,1,80,12,30,90
64,5,1,80,12,30,90
65,5,1,80,12,30,90
66,5,1,80,12,30,90
67,5,1,80,12,30,90
68,5,1,80,12,30,90
69,5,1,80,12,30,90
70,5,1,80,12,30,90
71,5,1,80,12,30,90
72,5,1,80,12,30,90
73,5,1,80,12,30,90
74,5,1,80,12,30,90
75,5,1,80,12,30,90
76,5,1,80,12,30,90
77,5,1,80,12,30,90
78,5,1,80,12,30,90
79,5,1,80,12,30,90
80,5,1,80,12,30,90
81,5,1,80,12,30,90
82,5,1,80,12,30,90
83,5,1,80,12,30,90
84,5,1,80,12,30,90
85,5,1,80,12,30,90
86,5,1,80,12,30,90
87,5,1,80,12,30,90
88,5,1,80,12,30,90
89,5,1,80,12,30,90
90,5,1,80,12,30,90
91,5,1,80,12,30,90
92,5,1,80,12,30,90
93,5,1,80,12,30,90
94,5,1,80,12,30,90
95,5,1,80,12,30,90
96,5,1,80,12,30,90
97,5,1,80,12,30,90
98,5,1,80,12,30,90
99,5,1,80,12,30,90
100,5,1,80,12,30,90
101,5,1,80,12,30,90
102,5,1,80,12,30,90
103,5,1,80,12,30,90
104,5,1,80,12,30,90
105,5,1,80,12,30,90
106,5,1,80,12,30,90
107,5,1,80,12,30,90
108,5,1,80,12,30,90
109,5,1,80,12,30,90
110,5,1,80,12,30,90
111,5,1,80,12,30,90
112,5,1,80,12,30,90
113,5,1,80,12,30,90
114,5,1,80,12,30,90
115,5,1,80,12,30,90
116,5,1,80,12,30,90
117,5,1,80,12,30,90
118,5,1,80,12,30,90
119,5,1,80,12,30,90
120,5,1,80,12,30,90
121,5,1,80,12,30,90
122,5,1,80,12,30,90
123,5,1,80,12,30,90
124,5,1,80,12,30,90
125,5,1,80,12,30,90
126,5,1,80,12,30,90
127,5,1,80,12,30,90
128,5,1,80,12,30,90
129,5,1,80,12,30,90
130,5,1,80,12,30,90
131,5,1,80,12,30,90
132,5,1,80,12,30,90
133,5,1,80,12,30,90
134,5,1,80,12,30,90
135,5,1,80,12,30,90
136,5,1,80,12,30,90
137,5,1,80,12,30,90
